BestHit	Genus	No.Drug
T99641	Achromobacter	1
T99641	Bradyrhizobium	1
T99641	Acidovorax	1
T99641	Pseudarthrobacter	1
T99641	Paraburkholderia	1
T99641	Hyphomicrobium	1
T99641	Rhizobium	1
T99641	Mesorhizobium	1
T99641	Geobacillus	1
T99641	Psychrobacter	1
T99641	Deinococcus	1
T99641	Mycobacterium	1
T99641	Rhodococcus	1
T99799	Bacillus	2
