k_id	gene_id	Path
K03231	UNI2095	ko03013
K03231	UNI2095	ko05140
K03231	UNI5288	ko05134
K03231	UNI5288	ko03013
K03231	UNI5288	ko05140
K03231	UNI5643	ko05134
K03231	UNI5643	ko03013
K03231	UNI5643	ko05140
K03231	OCG00055	ko05134
K03231	OCG00055	ko03013
K03231	OCG00055	ko05140
K03231	UNI3422	ko05134
K03231	UNI3422	ko03013
K03231	UNI3422	ko05140
K03233	OCG00285	ko05134
K03234	OCG01071	ko04152
K03234	OCG01071	ko04921
K03237	OCG01072	ko05020
K03237	OCG01072	ko05162
K03237	OCG01072	ko04141
K03237	OCG01072	ko05022
K03237	OCG01072	ko04140
K03237	OCG01072	ko05417
K03237	OCG01072	ko04932
K03237	OCG01072	ko05160
K03237	OCG01072	ko05010
K03237	OCG01072	ko04210
K03237	OCG01072	ko05168
K03237	OCG01072	ko05164
K03237	OCG01072	ko05012
K03237	OCG01072	ko05014
K03237	OCG01072	ko04138
K03237	OCG00750	ko05020
K03237	OCG00750	ko05162
K03237	OCG00750	ko04141
K03237	OCG00750	ko05022
K03237	OCG00750	ko04140
K03237	OCG00750	ko05417
K03237	OCG00750	ko04932
K03237	OCG00750	ko05160
K03237	OCG00750	ko05010
K03237	OCG00750	ko04210
K03237	OCG00750	ko05168
K03237	OCG00750	ko05164
K03237	OCG00750	ko05012
K03237	OCG00750	ko05014
K03237	OCG00750	ko04138
K03239	OCG00446	ko05168
K03240	OCG01985	ko05168
K03240	OCG08085	ko05168
K03241	OCG08534	ko05168
K03241	OCG02872	ko05168
K03247	OCG03630	ko05162
K03247	OCG08396	ko05162
K03247	UNI3093	ko05162
K03250	OCG06761	ko05160
K03258	OCG07165	ko05205
K03258	OCG07165	ko04150
K03258	OCG07165	ko04151
K03259	OCG02756	ko01521
K03259	OCG02756	ko04150
K03259	OCG02756	ko04211
K03259	OCG02756	ko04151
K03259	OCG02756	ko04910
K03259	OCG02756	ko04066
K03259	UNI4479	ko01521
K03259	UNI4479	ko04150
K03259	UNI4479	ko04211
K03259	UNI4479	ko04151
K03259	UNI4479	ko04910
K03259	UNI4479	ko04066
K03259	OCG01148	ko01521
K03259	OCG01148	ko04150
K03259	OCG01148	ko04211
K03259	OCG01148	ko04151
K03259	OCG01148	ko04910
K03259	OCG01148	ko04066
K03259	OCG07840	ko01521
K03259	OCG07840	ko04150
K03259	OCG07840	ko04211
K03259	OCG07840	ko04151
K03259	OCG07840	ko04910
K03259	OCG07840	ko04066
K03260	UNI4806	ko05416
K03260	OCG08570	ko05416
K03260	OCG03876	ko05416
K03260	OCG08536	ko05416
K03260	OCG09715	ko05416
K03260	OCG09321	ko05416
K03262	OCG00543	ko04214
K03264	UNI0145	ko03008
K03264	OCG01141	ko03008
K03265	OCG10553	ko03015
K03265	OCG01058	ko03015
K03267	OCG01455	ko03015
K03283	OCG00036	ko04141
K03283	OCG00036	ko04010
K03283	OCG00036	ko05134
K03283	OCG00036	ko03040
K03283	OCG00036	ko04915
K03283	OCG00036	ko04213
K03283	OCG00036	ko04612
K03283	OCG00036	ko05145
K03283	OCG00036	ko04144
K03283	OCG00036	ko05020
K03283	OCG00036	ko05417
K03283	OCG00036	ko05162
K03347	UNI3637	ko04310
K03347	UNI3637	ko04710
K03347	UNI3637	ko05131
K03347	UNI3637	ko04350
K03347	UNI3637	ko04120
K03347	UNI3637	ko04114
K03347	UNI3637	ko04141
K03347	UNI3637	ko04340
K03347	UNI3637	ko04110
K03347	UNI3637	ko05170
K03347	UNI3637	ko04341
K03347	UNI3637	ko05200
K03347	UNI3637	ko04111
K03347	OCG01207	ko04310
K03347	OCG01207	ko04710
K03347	OCG01207	ko05131
K03347	OCG01207	ko04350
K03347	OCG01207	ko04120
K03347	OCG01207	ko04114
K03347	OCG01207	ko04141
K03347	OCG01207	ko04340
K03347	OCG01207	ko04110
K03347	OCG01207	ko05170
K03347	OCG01207	ko04341
K03347	OCG01207	ko05200
K03347	OCG01207	ko04111
K03348	OCG08920	ko04914
K03348	OCG08920	ko05166
K03348	OCG08920	ko04113
K03348	OCG08920	ko04111
K03348	OCG08920	ko04114
K03348	OCG08920	ko04120
K03348	OCG08920	ko04110
K03348	OCG03736	ko04914
K03348	OCG03736	ko05166
K03348	OCG03736	ko04113
K03348	OCG03736	ko04111
K03348	OCG03736	ko04114
K03348	OCG03736	ko04120
K03348	OCG03736	ko04110
K03348	UNI6328	ko04914
K03348	UNI6328	ko05166
K03348	UNI6328	ko04113
K03348	UNI6328	ko04111
K03348	UNI6328	ko04114
K03348	UNI6328	ko04120
K03348	UNI6328	ko04110
K03349	OCG03127	ko04914
K03349	OCG03127	ko04120
K03349	OCG03127	ko04114
K03349	OCG03127	ko04111
K03349	OCG03127	ko04113
K03349	OCG03127	ko05166
K03349	OCG03127	ko04110
K03349	OCG07713	ko04914
K03349	OCG07713	ko04120
K03349	OCG07713	ko04114
K03349	OCG07713	ko04111
K03349	OCG07713	ko04113
K03349	OCG07713	ko05166
K03349	OCG07713	ko04110
K03350	OCG03423	ko04114
K03350	OCG03423	ko04110
K03350	OCG03423	ko04113
K03350	OCG03423	ko04120
K03350	OCG03423	ko04111
K03350	OCG03423	ko04914
K03350	OCG03423	ko05166
K03350	OCG08421	ko04114
K03350	OCG08421	ko04110
K03350	OCG08421	ko04113
K03350	OCG08421	ko04120
K03350	OCG08421	ko04111
K03350	OCG08421	ko04914
K03350	OCG08421	ko05166
K03351	OCG04716	ko04113
K03351	OCG04716	ko04114
K03351	OCG04716	ko04120
K03351	OCG04716	ko04111
K03351	OCG04716	ko04914
K03351	OCG04716	ko04110
K03351	OCG04716	ko05166
K03352	OCG10847	ko04111
K03352	OCG10847	ko04114
K03352	OCG10847	ko04657
K03352	OCG10847	ko04110
K03352	OCG10847	ko04914
K03352	OCG10847	ko04113
K03352	OCG10847	ko04120
K03352	OCG10847	ko05166
K03352	OCG06046	ko04111
K03352	OCG06046	ko04114
K03352	OCG06046	ko04657
K03352	OCG06046	ko04110
K03352	OCG06046	ko04914
K03352	OCG06046	ko04113
K03352	OCG06046	ko04120
K03352	OCG06046	ko05166
K03352	OCG00315	ko04111
K03352	OCG00315	ko04114
K03352	OCG00315	ko04657
K03352	OCG00315	ko04110
K03352	OCG00315	ko04914
K03352	OCG00315	ko04113
K03352	OCG00315	ko04120
K03352	OCG00315	ko05166
K03352	OCG06978	ko04111
K03352	OCG06978	ko04114
K03352	OCG06978	ko04657
K03352	OCG06978	ko04110
K03352	OCG06978	ko04914
K03352	OCG06978	ko04113
K03352	OCG06978	ko04120
K03352	OCG06978	ko05166
K03352	OCG06281	ko04111
K03352	OCG06281	ko04114
K03352	OCG06281	ko04657
K03352	OCG06281	ko04110
K03352	OCG06281	ko04914
K03352	OCG06281	ko04113
K03352	OCG06281	ko04120
K03352	OCG06281	ko05166
K03353	OCG08047	ko05166
K03353	OCG08047	ko04111
K03353	OCG08047	ko04113
K03353	OCG08047	ko04110
K03353	OCG08047	ko04114
K03353	OCG08047	ko04120
K03353	OCG08047	ko04914
K03353	UNI2216	ko05166
K03353	UNI2216	ko04111
K03353	UNI2216	ko04113
K03353	UNI2216	ko04110
K03353	UNI2216	ko04114
K03353	UNI2216	ko04120
K03353	UNI2216	ko04914
K03353	OCG01852	ko05166
K03353	OCG01852	ko04111
K03353	OCG01852	ko04113
K03353	OCG01852	ko04110
K03353	OCG01852	ko04114
K03353	OCG01852	ko04120
K03353	OCG01852	ko04914
K03355	OCG02211	ko04914
K03355	OCG02211	ko04120
K03355	OCG02211	ko04111
K03355	OCG02211	ko04110
K03355	OCG02211	ko05166
K03355	OCG02211	ko04114
K03355	OCG02211	ko04113
K03355	OCG09049	ko04914
K03355	OCG09049	ko04120
K03355	OCG09049	ko04111
K03355	OCG09049	ko04110
K03355	OCG09049	ko05166
K03355	OCG09049	ko04114
K03355	OCG09049	ko04113
K03357	OCG07923	ko04120
K03357	OCG07923	ko04914
K03357	OCG07923	ko04110
K03357	OCG07923	ko04114
K03357	OCG07923	ko04113
K03357	OCG07923	ko05166
K03357	OCG07923	ko04111
K03357	OCG07288	ko04120
K03357	OCG07288	ko04914
K03357	OCG07288	ko04110
K03357	OCG07288	ko04114
K03357	OCG07288	ko04113
K03357	OCG07288	ko05166
K03357	OCG07288	ko04111
K03357	OCG02802	ko04120
K03357	OCG02802	ko04914
K03357	OCG02802	ko04110
K03357	OCG02802	ko04114
K03357	OCG02802	ko04113
K03357	OCG02802	ko05166
K03357	OCG02802	ko04111
K03357	OCG10377	ko04120
K03357	OCG10377	ko04914
K03357	OCG10377	ko04110
K03357	OCG10377	ko04114
K03357	OCG10377	ko04113
K03357	OCG10377	ko05166
K03357	OCG10377	ko04111
K03358	OCG01418	ko05166
K03358	OCG01418	ko04110
K03358	OCG01418	ko04113
K03358	OCG01418	ko04111
K03358	OCG01418	ko04914
K03358	OCG01418	ko04120
K03358	OCG01418	ko04114
K03358	OCG00675	ko05166
K03358	OCG00675	ko04110
K03358	OCG00675	ko04113
K03358	OCG00675	ko04111
K03358	OCG00675	ko04914
K03358	OCG00675	ko04120
K03358	OCG00675	ko04114
K03360	OCG08959	ko04120
K03360	OCG08959	ko04111
K03360	UNI5387	ko04120
K03360	UNI5387	ko04111
K03360	OCG02762	ko04120
K03360	OCG02762	ko04111
K03361	OCG02848	ko04120
K03361	OCG02848	ko04111
K03361	OCG06723	ko04120
K03361	OCG06723	ko04111
K03364	OCG00373	ko04111
K03364	OCG00373	ko04120
K03364	OCG00373	ko04110
K03364	OCG00373	ko04914
K03365	OCG03412	ko00330
K03365	OCG03412	ko00240
K03365	OCG03412	ko01100
K03365	OCG04017	ko00330
K03365	OCG04017	ko00240
K03365	OCG04017	ko01100
K03372	OCG00193	ko00604
K03372	OCG00193	ko01100
K03380	UNI0441	ko00623
K03380	UNI0441	ko00627
K03380	UNI0441	ko01120
K03380	OCG03463	ko00623
K03380	OCG03463	ko00627
K03380	OCG03463	ko01120
K03380	UNI6461	ko00623
K03380	UNI6461	ko00627
K03380	UNI6461	ko01120
K03380	UNI3200	ko00623
K03380	UNI3200	ko00627
K03380	UNI3200	ko01120
K03381	OCG05997	ko00361
K03381	OCG05997	ko01100
K03381	OCG05997	ko01220
K03381	OCG05997	ko00364
K03381	OCG05997	ko00623
K03381	OCG05997	ko01120
K03381	OCG05997	ko00362
K03386	OCG00177	ko04214
K03426	OCG03074	ko01100
K03426	OCG03074	ko00760
K03426	OCG03074	ko04146
K03434	OCG00955	ko00563
K03434	OCG00955	ko01100
K03456	OCG02642	ko03015
K03456	OCG02642	ko05165
K03456	OCG02642	ko04111
K03456	OCG02642	ko04728
K03456	OCG02642	ko04350
K03456	OCG02642	ko04114
K03456	OCG02642	ko04530
K03456	OCG02642	ko04152
K03456	OCG02642	ko04071
K03456	OCG02642	ko04390
K03456	OCG02642	ko04730
K03456	OCG02642	ko04391
K03456	OCG02642	ko04113
K03456	OCG02642	ko04151
K03456	OCG02642	ko05160
K03456	OCG02642	ko04261
K03456	OCG02642	ko05142
K03456	OCG07959	ko03015
K03456	OCG07959	ko05165
K03456	OCG07959	ko04111
K03456	OCG07959	ko04728
K03456	OCG07959	ko04350
K03456	OCG07959	ko04114
K03456	OCG07959	ko04530
K03456	OCG07959	ko04152
K03456	OCG07959	ko04071
K03456	OCG07959	ko04390
K03456	OCG07959	ko04730
K03456	OCG07959	ko04391
K03456	OCG07959	ko04113
K03456	OCG07959	ko04151
K03456	OCG07959	ko05160
K03456	OCG07959	ko04261
K03456	OCG07959	ko05142
K03456	UNI4241	ko03015
K03456	UNI4241	ko05165
K03456	UNI4241	ko04111
K03456	UNI4241	ko04728
K03456	UNI4241	ko04350
K03456	UNI4241	ko04114
K03456	UNI4241	ko04530
K03456	UNI4241	ko04152
K03456	UNI4241	ko04071
K03456	UNI4241	ko04390
K03456	UNI4241	ko04730
K03456	UNI4241	ko04391
K03456	UNI4241	ko04113
K03456	UNI4241	ko04151
K03456	UNI4241	ko05160
K03456	UNI4241	ko04261
K03456	UNI4241	ko05142
K03469	UNI4371	ko03030
K03469	OCG06169	ko03030
K03469	OCG00928	ko03030
K03504	OCG09889	ko03440
K03504	OCG09889	ko03420
K03504	OCG09889	ko03410
K03504	OCG09889	ko03430
K03504	OCG09889	ko03030
K03504	OCG11225	ko03440
K03504	OCG11225	ko03420
K03504	OCG11225	ko03410
K03504	OCG11225	ko03430
K03504	OCG11225	ko03030
K03504	OCG10585	ko03440
K03504	OCG10585	ko03420
K03504	OCG10585	ko03410
K03504	OCG10585	ko03430
K03504	OCG10585	ko03030
K03504	OCG04323	ko03440
K03504	OCG04323	ko03420
K03504	OCG04323	ko03410
K03504	OCG04323	ko03430
K03504	OCG04323	ko03030
K03505	OCG07046	ko03030
K03505	OCG07046	ko03410
K03505	OCG07046	ko03430
K03505	OCG07046	ko03440
K03505	OCG07046	ko03420
K03506	OCG02374	ko03410
K03506	OCG02374	ko03030
K03506	OCG02374	ko03420
K03508	OCG05242	ko03460
K03508	OCG05745	ko03460
K03509	OCG00356	ko01524
K03509	OCG00356	ko03460
K03511	OCG07994	ko05210
K03511	OCG07994	ko05200
K03511	OCG07994	ko05222
K03511	OCG07994	ko05169
K03511	OCG07994	ko05216
K03511	OCG07994	ko05212
K03511	OCG07994	ko05213
K03511	OCG07994	ko05226
K03511	OCG07994	ko05225
K03511	OCG07994	ko05220
K03511	OCG07994	ko05217
K03511	OCG07994	ko05218
K03511	OCG07994	ko05223
K03511	OCG07994	ko05202
K03511	OCG07994	ko03460
K03511	OCG07994	ko05214
K03511	OCG07994	ko05224
K03514	OCG00443	ko03018
K03515	OCG02977	ko03460
K03515	OCG08530	ko03460
K03537	OCG09173	ko03008
K03537	OCG02335	ko03008
K03537	UNI4106	ko03008
K03537	OCG09367	ko03008
K03537	UNI6425	ko03008
K03538	OCG02338	ko03008
K03538	OCG07278	ko03008
K03539	OCG07818	ko03008
K03539	OCG02192	ko03008
K03575	OCG06767	ko03410
K03626	OCG01065	ko04928
K03644	OCG01014	ko00785
K03644	OCG01014	ko01100
K03644	OCG01014	ko01240
K03648	OCG00923	ko05340
K03648	OCG00923	ko03410
K03657	OCG01188	ko03430
K03657	OCG01188	ko03420
K03660	OCG01421	ko03410
K03660	OCG07436	ko03410
K03660	OCG07968	ko03410
K03660	OCG10845	ko03410
K03661	UNI3939	ko00190
K03661	UNI3939	ko05323
K03661	UNI3939	ko05152
K03661	UNI3939	ko04145
K03661	UNI3939	ko01100
K03661	UNI3939	ko05110
K03661	UNI3939	ko04721
K03661	UNI3939	ko05165
K03661	UNI3939	ko04142
K03661	UNI3939	ko05120
K03661	OCG02102	ko00190
K03661	OCG02102	ko05323
K03661	OCG02102	ko05152
K03661	OCG02102	ko04145
K03661	OCG02102	ko01100
K03661	OCG02102	ko05110
K03661	OCG02102	ko04721
K03661	OCG02102	ko05165
K03661	OCG02102	ko04142
K03661	OCG02102	ko05120
K03661	OCG02852	ko00190
K03661	OCG02852	ko05323
K03661	OCG02852	ko05152
K03661	OCG02852	ko04145
K03661	OCG02852	ko01100
K03661	OCG02852	ko05110
K03661	OCG02852	ko04721
K03661	OCG02852	ko05165
K03661	OCG02852	ko04142
K03661	OCG02852	ko05120
K03671	OCG04534	ko05132
K03671	OCG04534	ko05418
K03671	OCG04534	ko04621
K03671	OCG04534	ko05012
K03671	OCG03354	ko05132
K03671	OCG03354	ko05418
K03671	OCG03354	ko04621
K03671	OCG03354	ko05012
K03671	OCG04829	ko05132
K03671	OCG04829	ko05418
K03671	OCG04829	ko04621
K03671	OCG04829	ko05012
K03671	OCG08509	ko05132
K03671	OCG08509	ko05418
K03671	OCG08509	ko04621
K03671	OCG08509	ko05012
K03671	OCG00909	ko05132
K03671	OCG00909	ko05418
K03671	OCG00909	ko04621
K03671	OCG00909	ko05012
K03678	OCG01860	ko03018
K03679	OCG01084	ko03018
K03680	OCG01463	ko05168
K03681	OCG01744	ko03018
K03681	OCG03124	ko03018
K03685	OCG02281	ko03008
K03685	OCG02281	ko05205
K03695	OCG00806	ko04213
K03695	OCG00190	ko04213
K03754	UNI0620	ko05168
K03754	OCG01423	ko05168
K03767	OCG01332	ko01503
K03767	OCG01332	ko04217
K03767	OCG01834	ko01503
K03767	OCG01834	ko04217
K03767	OCG00318	ko01503
K03767	OCG00318	ko04217
K03781	UNI0455	ko04211
K03781	UNI0455	ko05022
K03781	UNI0455	ko05014
K03781	UNI0455	ko04016
K03781	UNI0455	ko00380
K03781	UNI0455	ko04146
K03781	UNI0455	ko00630
K03781	UNI0455	ko05208
K03781	UNI0455	ko04212
K03781	UNI0455	ko01110
K03781	UNI0455	ko04011
K03781	UNI0455	ko01100
K03781	UNI0455	ko01200
K03781	UNI0455	ko04068
K03781	UNI0455	ko04213
K03781	OCG00770	ko04211
K03781	OCG00770	ko05022
K03781	OCG00770	ko05014
K03781	OCG00770	ko04016
K03781	OCG00770	ko00380
K03781	OCG00770	ko04146
K03781	OCG00770	ko00630
K03781	OCG00770	ko05208
K03781	OCG00770	ko04212
K03781	OCG00770	ko01110
K03781	OCG00770	ko04011
K03781	OCG00770	ko01100
K03781	OCG00770	ko01200
K03781	OCG00770	ko04068
K03781	OCG00770	ko04213
K03782	UNI1076	ko00983
K03782	UNI1076	ko00380
K03782	UNI1076	ko00940
K03782	UNI1076	ko01110
K03782	UNI1076	ko00360
K03782	UNI1076	ko01100
K03783	OCG02978	ko00760
K03783	OCG02978	ko00230
K03783	OCG02978	ko01100
K03783	OCG02978	ko00240
K03783	OCG02978	ko01110
K03786	OCG02953	ko01110
K03786	OCG02953	ko01230
K03786	OCG02953	ko00400
K03786	OCG02953	ko01100
K03787	OCG06414	ko00230
K03787	OCG06414	ko01110
K03787	OCG06414	ko00760
K03787	OCG06414	ko00240
K03787	OCG06414	ko01100
K03787	OCG02807	ko00230
K03787	OCG02807	ko01110
K03787	OCG02807	ko00760
K03787	OCG02807	ko00240
K03787	OCG02807	ko01100
K03809	OCG02326	ko01110
K03809	OCG02326	ko00130
K03809	OCG02326	ko01100
K03809	OCG02326	ko01240
K03809	OCG05398	ko01110
K03809	OCG05398	ko00130
K03809	OCG05398	ko01100
K03809	OCG05398	ko01240
K03809	OCG02328	ko01110
K03809	OCG02328	ko00130
K03809	OCG02328	ko01100
K03809	OCG02328	ko01240
K03809	OCG02327	ko01110
K03809	OCG02327	ko00130
K03809	OCG02327	ko01100
K03809	OCG02327	ko01240
K03841	OCG00484	ko00680
K03841	OCG00484	ko01120
K03841	OCG00484	ko04152
K03841	OCG00484	ko01100
K03841	OCG00484	ko00010
K03841	OCG00484	ko04922
K03841	OCG00484	ko00030
K03841	OCG00484	ko01110
K03841	OCG00484	ko00051
K03841	OCG00484	ko01200
K03841	OCG00484	ko04910
K03841	OCG00484	ko00710
K03842	OCG01237	ko00513
K03842	OCG01237	ko00510
K03842	OCG01237	ko01100
K03843	UNI5934	ko01100
K03843	UNI5934	ko00510
K03843	UNI5934	ko00513
K03843	UNI5012	ko01100
K03843	UNI5012	ko00510
K03843	UNI5012	ko00513
K03843	OCG00906	ko01100
K03843	OCG00906	ko00510
K03843	OCG00906	ko00513
K03844	OCG01210	ko01100
K03844	OCG01210	ko00510
K03844	OCG01210	ko00513
K03844	OCG00900	ko01100
K03844	OCG00900	ko00510
K03844	OCG00900	ko00513
K03845	OCG00808	ko00510
K03845	OCG00808	ko00513
K03845	OCG00808	ko01100
K03846	OCG07054	ko00513
K03846	OCG07054	ko00510
K03846	OCG07054	ko01100
K03846	OCG03932	ko00513
K03846	OCG03932	ko00510
K03846	OCG03932	ko01100
K03847	OCG00615	ko00513
K03847	OCG00615	ko01100
K03847	OCG00615	ko00510
K03848	OCG01746	ko00510
K03848	OCG01746	ko01100
K03848	OCG08699	ko00510
K03848	OCG08699	ko01100
K03849	OCG01483	ko01100
K03849	OCG01483	ko00510
K03849	UNI3283	ko01100
K03849	UNI3283	ko00510
K03850	OCG00992	ko00510
K03850	OCG00992	ko01100
K03857	OCG01796	ko00563
K03857	OCG01796	ko01100
K03857	OCG08944	ko00563
K03857	OCG08944	ko01100
K03858	OCG03548	ko00563
K03858	OCG03548	ko01100
K03858	OCG08185	ko00563
K03858	OCG08185	ko01100
K03859	OCG04314	ko01100
K03859	OCG04314	ko00563
K03859	OCG09161	ko01100
K03859	OCG09161	ko00563
K03860	OCG03726	ko00563
K03860	OCG03726	ko01100
K03860	OCG03431	ko00563
K03860	OCG03431	ko01100
K03860	OCG09525	ko00563
K03860	OCG09525	ko01100
K03861	OCG02242	ko00563
K03861	OCG02242	ko01100
K03861	UNI5793	ko00563
K03861	UNI5793	ko01100
K03861	OCG09185	ko00563
K03861	OCG09185	ko01100
K03865	OCG03659	ko01100
K03865	OCG03659	ko00970
K03868	OCG01457	ko04710
K03868	OCG01457	ko04110
K03868	OCG01457	ko05170
K03868	OCG01457	ko05211
K03868	OCG01457	ko05200
K03868	OCG01457	ko04341
K03868	OCG01457	ko04111
K03868	OCG01457	ko04350
K03868	OCG01457	ko04141
K03868	OCG01457	ko04120
K03868	OCG01457	ko04066
K03868	OCG01457	ko04310
K03868	OCG01457	ko05131
K03868	OCG01457	ko03420
K03868	OCG01457	ko04114
K03869	OCG08468	ko04120
K03869	OCG08468	ko04341
K03869	OCG08468	ko04340
K03872	OCG01563	ko05170
K03872	OCG01563	ko04120
K03872	OCG01563	ko05211
K03872	OCG01563	ko05200
K03872	OCG01563	ko04066
K03881	OCG06278	ko05020
K03881	OCG06278	ko05208
K03881	OCG06278	ko04714
K03881	OCG06278	ko05016
K03881	OCG06278	ko01100
K03881	OCG06278	ko05014
K03881	OCG06278	ko04723
K03881	OCG06278	ko05012
K03881	OCG06278	ko05415
K03881	OCG06278	ko00190
K03881	OCG06278	ko05022
K03881	OCG06278	ko05010
K03883	OCG07716	ko05208
K03883	OCG07716	ko05022
K03883	OCG07716	ko01100
K03883	OCG07716	ko05016
K03883	OCG07716	ko05010
K03883	OCG07716	ko05415
K03883	OCG07716	ko05014
K03883	OCG07716	ko04723
K03883	OCG07716	ko04714
K03883	OCG07716	ko00190
K03883	OCG07716	ko05012
K03883	OCG07716	ko05020
K03885	OCG08023	ko01100
K03885	OCG08023	ko00190
K03885	OCG00113	ko01100
K03885	OCG00113	ko00190
K03934	OCG01227	ko04723
K03934	OCG01227	ko01100
K03934	OCG01227	ko05010
K03934	OCG01227	ko04932
K03934	OCG01227	ko05022
K03934	OCG01227	ko05016
K03934	OCG01227	ko05208
K03934	OCG01227	ko05014
K03934	OCG01227	ko04714
K03934	OCG01227	ko00190
K03934	OCG01227	ko05012
K03934	OCG01227	ko05415
K03934	OCG01227	ko05020
K03934	OCG08362	ko04723
K03934	OCG08362	ko01100
K03934	OCG08362	ko05010
K03934	OCG08362	ko04932
K03934	OCG08362	ko05022
K03934	OCG08362	ko05016
K03934	OCG08362	ko05208
K03934	OCG08362	ko05014
K03934	OCG08362	ko04714
K03934	OCG08362	ko00190
K03934	OCG08362	ko05012
K03934	OCG08362	ko05415
K03934	OCG08362	ko05020
K03935	OCG01282	ko04714
K03935	OCG01282	ko05208
K03935	OCG01282	ko04723
K03935	OCG01282	ko01100
K03935	OCG01282	ko04932
K03935	OCG01282	ko05010
K03935	OCG01282	ko05014
K03935	OCG01282	ko05012
K03935	OCG01282	ko05415
K03935	OCG01282	ko00190
K03935	OCG01282	ko05022
K03935	OCG01282	ko05016
K03935	OCG01282	ko05020
K03936	OCG00424	ko04714
K03936	OCG00424	ko05415
K03936	OCG00424	ko05020
K03936	OCG00424	ko05208
K03936	OCG00424	ko05012
K03936	OCG00424	ko05014
K03936	OCG00424	ko00190
K03936	OCG00424	ko05010
K03936	OCG00424	ko01100
K03936	OCG00424	ko05022
K03936	OCG00424	ko05016
K03936	OCG00424	ko04723
K03936	OCG00424	ko04932
K03937	OCG00727	ko04714
K03937	OCG00727	ko05208
K03937	OCG00727	ko05010
K03937	OCG00727	ko00190
K03937	OCG00727	ko05020
K03937	OCG00727	ko04932
K03937	OCG00727	ko05022
K03937	OCG00727	ko05415
K03937	OCG00727	ko05012
K03937	OCG00727	ko01100
K03937	OCG00727	ko05016
K03937	OCG00727	ko04723
K03937	OCG00727	ko05014
K03938	OCG03762	ko05208
K03938	OCG03762	ko05016
K03938	OCG03762	ko05012
K03938	OCG03762	ko05022
K03938	OCG03762	ko05010
K03938	OCG03762	ko01100
K03938	OCG03762	ko05415
K03938	OCG03762	ko04723
K03938	OCG03762	ko04932
K03938	OCG03762	ko05014
K03938	OCG03762	ko05020
K03938	OCG03762	ko04714
K03938	OCG03762	ko00190
K03938	OCG08383	ko05208
K03938	OCG08383	ko05016
K03938	OCG08383	ko05012
K03938	OCG08383	ko05022
K03938	OCG08383	ko05010
K03938	OCG08383	ko01100
K03938	OCG08383	ko05415
K03938	OCG08383	ko04723
K03938	OCG08383	ko04932
K03938	OCG08383	ko05014
K03938	OCG08383	ko05020
K03938	OCG08383	ko04714
K03938	OCG08383	ko00190
K03939	OCG00439	ko05016
K03939	OCG00439	ko04723
K03939	OCG00439	ko01100
K03939	OCG00439	ko00190
K03939	OCG00439	ko05010
K03939	OCG00439	ko04932
K03939	OCG00439	ko05012
K03939	OCG00439	ko05020
K03939	OCG00439	ko05415
K03939	OCG00439	ko05014
K03939	OCG00439	ko04714
K03939	OCG00439	ko05022
K03939	OCG00439	ko05208
K03940	OCG01464	ko05012
K03940	OCG01464	ko05014
K03940	OCG01464	ko04714
K03940	OCG01464	ko00190
K03940	OCG01464	ko05208
K03940	OCG01464	ko05010
K03940	OCG01464	ko05415
K03940	OCG01464	ko05020
K03940	OCG01464	ko01100
K03940	OCG01464	ko05016
K03940	OCG01464	ko04723
K03940	OCG01464	ko04932
K03940	OCG01464	ko05022
K03942	OCG00196	ko05014
K03942	OCG00196	ko05012
K03942	OCG00196	ko05020
K03942	OCG00196	ko00190
K03942	OCG00196	ko05208
K03942	OCG00196	ko05010
K03942	OCG00196	ko04714
K03942	OCG00196	ko05022
K03942	OCG00196	ko05415
K03942	OCG00196	ko04932
K03942	OCG00196	ko05016
K03942	OCG00196	ko01100
K03942	OCG00196	ko04723
K03943	OCG00762	ko05022
K03943	OCG00762	ko05010
K03943	OCG00762	ko04723
K03943	OCG00762	ko05012
K03943	OCG00762	ko05014
K03943	OCG00762	ko05016
K03943	OCG00762	ko04714
K03943	OCG00762	ko05020
K03943	OCG00762	ko01100
K03943	OCG00762	ko04932
K03943	OCG00762	ko05208
K03943	OCG00762	ko00190
K03943	OCG00762	ko05415
K03946	OCG00972	ko04714
K03946	OCG00972	ko05020
K03946	OCG00972	ko05415
K03946	OCG00972	ko05016
K03946	OCG00972	ko05208
K03946	OCG00972	ko04723
K03946	OCG00972	ko05012
K03946	OCG00972	ko01100
K03946	OCG00972	ko04932
K03946	OCG00972	ko05010
K03946	OCG00972	ko05014
K03946	OCG00972	ko00190
K03946	OCG00972	ko05022
K03948	OCG06833	ko05020
K03948	OCG06833	ko05016
K03948	OCG06833	ko05022
K03948	OCG06833	ko05012
K03948	OCG06833	ko01100
K03948	OCG06833	ko04714
K03948	OCG06833	ko05010
K03948	OCG06833	ko04932
K03948	OCG06833	ko05014
K03948	OCG06833	ko04723
K03948	OCG06833	ko00190
K03948	OCG06833	ko05208
K03948	OCG06833	ko05415
K03949	UNI1845	ko05014
K03949	UNI1845	ko05010
K03949	UNI1845	ko05012
K03949	UNI1845	ko05016
K03949	UNI1845	ko04723
K03949	UNI1845	ko04714
K03949	UNI1845	ko04932
K03949	UNI1845	ko05208
K03949	UNI1845	ko05022
K03949	UNI1845	ko01100
K03949	UNI1845	ko00190
K03949	UNI1845	ko05415
K03949	UNI1845	ko05020
K03949	OCG00769	ko05014
K03949	OCG00769	ko05010
