k_id	gene_id
K11272	OCG03328
K05528	OCG03329
K01180	OCG03330
K21543	OCG03332
K07055	OCG03333
K11870	OCG03334
K13201	OCG03334
K19307	OCG03335
K00273	OCG03336
K08267	OCG03337
K08176	OCG03339
K12762	OCG03342
K20826	OCG03346
K15901	OCG03347
K20032	OCG03349
K14570	OCG03351
K00966	OCG03352
K10750	OCG03353
K15079	OCG03353
K03671	OCG03354
K20301	OCG03355
K14790	OCG03358
K00799	OCG03359
K06009	OCG03361
K06005	OCG03361
K05955	OCG03362
K19787	OCG03363
K14863	OCG03364
K23503	OCG03365
K00869	OCG03366
K14311	OCG03367
K01507	OCG03368
K21989	OCG03369
K00457	OCG03370
K21155	OCG03371
K14304	OCG03373
K12232	OCG03374
K14400	OCG03377
K10563	OCG03378
K06316	OCG03379
K15221	OCG03380
K11979	OCG03382
K18184	OCG03383
K17765	OCG03384
K10732	OCG03385
K15132	OCG03386
K20457	OCG03387
K24755	OCG03388
K11233	OCG03391
K14288	OCG03395
K14553	OCG03395
K06100	OCG03397
K17922	OCG03400
K18693	OCG03401
K00894	OCG03402
K16196	OCG03403
K17808	OCG03404
K22381	OCG03405
K19986	OCG03408
K13130	OCG03410
K03143	OCG03411
K08333	OCG03412
K03365	OCG03412
K15138	OCG03413
K11664	OCG03418
K01238	OCG03420
K11422	OCG03421
K03350	OCG03423
K14548	OCG03425
K19841	OCG03427
K03860	OCG03431
K01792	OCG03432
K02990	OCG03433
K00390	OCG03434
K12670	OCG03435
K09549	OCG03436
K08967	OCG03437
K12176	OCG03441
K03122	OCG03445
K12609	OCG03446
K19840	OCG03448
K11484	OCG03448
K12578	OCG03450
K06634	OCG03451
K06668	OCG03452
K12132	OCG03452
K22836	OCG03453
K17778	OCG03455
K01657	OCG03461
K03380	OCG03463
K02726	OCG03464
K02966	OCG03465
K15111	OCG03466
K01268	OCG03468
K06269	OCG03470
K14022	OCG03471
K18155	OCG03472
K22686	OCG03473
K00838	OCG03474
K18637	OCG03480
K08197	OCG03481
K01466	OCG03485
K07512	OCG03486
K12182	OCG03490
K00797	OCG03491
K06016	OCG03492
K01151	OCG03493
K20471	OCG03495
K03963	OCG03496
K03141	OCG03498
K18587	OCG03499
K24394	OCG03501
K20524	OCG03502
K06647	OCG03504
K12188	OCG03505
K14813	OCG03507
K08597	OCG03508
K01056	OCG03510
K03249	OCG03511
K15102	OCG03512
K23460	OCG03515
K20237	OCG03516
K20368	OCG03516
K25102	OCG03517
K20028	OCG03518
K15275	OCG03519
K04567	OCG03520
K24750	OCG03522
K00249	OCG03524
K08866	OCG03525
K14407	OCG03527
K22696	OCG03530
K01180	OCG03531
K02912	OCG03531
K00477	OCG03533
K15979	OCG03535
K00326	OCG03536
K17435	OCG03538
K15859	OCG03542
K07297	OCG03543
K22485	OCG03544
K11132	OCG03547
K03858	OCG03548
K05681	OCG03551
K23362	OCG03552
K22240	OCG03554
K12272	OCG03558
K17786	OCG03560
K17803	OCG03562
K20060	OCG03563
K21996	OCG03564
K01483	OCG03566
K19985	OCG03567
K20407	OCG03568
K06657	OCG03570
K14686	OCG03571
K06927	OCG03574
K15082	OCG03577
K14816	OCG03578
K18192	OCG03579
K12613	OCG03580
K11427	OCG03584
K17989	OCG03585
K10838	OCG03587
K14798	OCG03588
K03327	OCG03589
K23006	OCG03591
K10256	OCG03591
K00948	OCG03592
K18173	OCG03595
K03019	OCG03596
K10846	OCG03597
K22817	OCG03598
K20474	OCG03599
K12189	OCG03602
K23563	OCG03603
K20363	OCG03604
K17797	OCG03605
K14526	OCG03607
K23553	OCG03608
K12472	OCG03610
K01054	OCG03611
K20131	OCG03614
K14812	OCG03615
K12662	OCG03617
K16261	OCG03619
K03293	OCG03619
K11733	OCG03619
K02205	OCG03619
K11738	OCG03619
K11735	OCG03619
K16238	OCG03619
K13099	OCG03620
K19705	OCG03621
K24970	OCG03622
K15027	OCG03623
K02152	OCG03624
K19829	OCG03625
K03424	OCG03629
K03247	OCG03630
K02946	OCG03631
K00102	OCG03632
K01012	OCG03632
K08496	OCG03634
K14819	OCG03637
K16261	OCG03638
K00288	OCG03639
K17971	OCG03639
K11322	OCG03641
K08192	OCG03644
K02144	OCG03645
K23788	OCG03647
K09245	OCG03650
K11359	OCG03651
K24810	OCG03651
K18179	OCG03653
K20306	OCG03654
K20059	OCG03657
K06656	OCG03658
K03865	OCG03659
K12795	OCG03661
K11244	OCG03662
K02179	OCG03667
K14545	OCG03668
K01079	OCG03670
K05535	OCG03672
K00469	OCG03674
K11215	OCG03675
K00140	OCG03677
K17944	OCG03678
K17943	OCG03678
K24927	OCG03680
K15451	OCG03683
K11319	OCG03684
K22943	OCG03687
K05530	OCG03688
K01835	OCG03689
K10599	OCG03690
K11663	OCG03691
K09467	OCG03692
K14554	OCG03694
K00456	OCG03696
K00077	OCG03698
K06667	OCG03700
K14692	OCG03701
K14399	OCG03702
K02564	OCG03703
K01443	OCG03704
K12597	OCG03706
K19833	OCG03708
K19860	OCG03709
K11231	OCG03712
K15360	OCG03714
K17508	OCG03715
K01455	OCG03717
K11648	OCG03719
K14553	OCG03720
K18176	OCG03721
K10627	OCG03723
K11675	OCG03724
K00988	OCG03725
K00417	OCG03725
K03860	OCG03726
K11484	OCG03728
K10625	OCG03729
K14289	OCG03730
K14541	OCG03732
K01941	OCG03732
K01457	OCG03732
K14780	OCG03733
K18725	OCG03733
K17673	OCG03734
K16732	OCG03734
K05531	OCG03735
K13346	OCG03735
K03348	OCG03736
K02358	OCG03736
K01196	OCG03737
K00140	OCG03737
K02543	OCG03738
K12604	OCG03739
K24814	OCG03740
K09424	OCG03740
K09291	OCG03741
K04564	OCG03743
K10706	OCG03744
K11238	OCG03745
K06699	OCG03746
K20286	OCG03746
K10592	OCG03747
K11118	OCG03749
K18721	OCG03750
K11373	OCG03751
K13950	OCG03751
K20361	OCG03751
K14312	OCG03752
K19951	OCG03753
K02934	OCG03754
K08334	OCG03755
K13950	OCG03756
K08968	OCG03757
K20989	OCG03758
K10756	OCG03759
K02893	OCG03760
K00670	OCG03761
K03938	OCG03762
K08066	OCG03763
K12836	OCG03764
K17742	OCG03765
K05756	OCG03766
K01784	OCG03767
K01785	OCG03767
K12833	OCG03768
K12834	OCG03769
K01885	OCG03770
K01027	OCG03771
K22211	OCG03772
K05755	OCG03773
K14543	OCG03774
K23952	OCG03775
K05287	OCG03778
K01293	OCG03780
K16365	OCG03782
K03963	OCG03784
K17802	OCG03785
K11270	OCG03788
K07734	OCG03789
K20120	OCG03790
K03448	OCG03791
K15042	OCG03792
K17784	OCG03794
K07019	OCG03798
K15202	OCG03799
K00262	OCG03800
K15325	OCG03801
K14566	OCG03802
K15263	OCG03804
K03245	OCG03805
K19791	OCG03806
K11097	OCG03808
K15448	OCG03809
K15176	OCG03812
K02181	OCG03813
K01178	OCG03814
K22952	OCG03816
K02980	OCG03818
K02913	OCG03819
K22940	OCG03820
K22241	OCG03822
K12669	OCG03823
K00416	OCG03826
K19487	OCG03827
K11093	OCG03828
K15561	OCG03830
K05289	OCG03831
K12813	OCG03832
K12814	OCG03832
K04564	OCG03833
K14796	OCG03834
K14169	OCG03838
K14783	OCG03839
K11359	OCG03841
K05302	OCG03843
K16912	OCG03844
K17785	OCG03845
K00791	OCG03848
K16261	OCG03849
K09022	OCG03850
K12862	OCG03856
K00844	OCG03857
K04569	OCG03858
K11493	OCG03859
K11511	OCG03860
K02143	OCG03862
K15280	OCG03863
K17777	OCG03864
K13201	OCG03865
K11548	OCG03866
K14050	OCG03867
K14772	OCG03872
K11886	OCG03875
K03260	OCG03876
K12872	OCG03877
K17868	OCG03881
K23678	OCG03884
K18624	OCG03885
K20311	OCG03886
K13333	OCG03891
K17867	OCG03893
K11600	OCG03895
K10689	OCG03896
K06221	OCG03898
K00799	OCG03899
K15196	OCG03900
K17782	OCG03901
K12883	OCG03902
K08762	OCG03904
K08517	OCG03906
K12816	OCG03907
K15445	OCG03910
K22069	OCG03911
K02924	OCG03913
K01247	OCG03919
K17943	OCG03922
K00077	OCG03924
K03127	OCG03927
K15562	OCG03929
K00030	OCG03931
K01939	OCG03932
K03846	OCG03932
K11268	OCG03933
K02607	OCG03934
K22377	OCG03935
K10773	OCG03939
K07836	OCG03940
K01277	OCG03941
K05657	OCG03941
K02912	OCG03942
K00390	OCG03943
K15223	OCG03944
K15331	OCG03945
K02884	OCG03946
K18185	OCG03947
K00420	OCG03948
K01549	OCG03949
K19880	OCG03950
K00818	OCG03951
K00821	OCG03951
K07973	OCG03952
K10570	OCG03953
K12345	OCG03955
K18046	OCG03959
K01052	OCG03960
K12580	OCG03961
K03140	OCG03962
K11130	OCG03965
K17793	OCG03966
K02980	OCG03968
K00965	OCG03969
K12621	OCG03972
K02863	OCG03975
K17663	OCG03977
K06005	OCG03978
K18171	OCG03981
K17623	OCG03984
K03320	OCG03985
K08489	OCG03988
K21403	OCG03989
K07953	OCG03990
K20368	OCG03991
K11368	OCG03992
K23979	OCG03994
K18584	OCG03995
K09497	OCG03995
K13346	OCG03996
K02916	OCG03998
K15140	OCG03999
K03136	OCG04000
K11553	OCG04002
K11273	OCG04003
K03955	OCG04004
K02078	OCG04004
K14644	OCG04008
K17434	OCG04011
K07213	OCG04012
K11363	OCG04013
K15902	OCG04014
K11599	OCG04015
K03365	OCG04017
K01277	OCG04019
K04075	OCG04020
K19770	OCG04023
K22494	OCG04024
K09648	OCG04027
K11253	OCG04030
K17771	OCG04031
K12669	OCG04033
K14009	OCG04037
K15728	OCG04038
K13682	OCG04038
K12412	OCG04039
K10436	OCG04040
K07232	OCG04041
K02331	OCG04042
K02135	OCG04042
K00799	OCG04045
K15728	OCG04047
K23107	OCG04049
K02983	OCG04051
K13113	OCG04053
K22762	OCG04054
K17780	OCG04057
K15448	OCG04059
K22278	OCG04060
K10579	OCG04061
K01934	OCG04062
K12769	OCG04063
K02936	OCG04068
K03111	OCG04069
K16365	OCG04070
K14860	OCG04072
K01426	OCG04074
K03107	OCG04075
K02142	OCG04076
K07432	OCG04079
K01771	OCG04080
K00232	OCG04085
K23309	OCG04089
K14017	OCG04090
K21631	OCG04092
K11547	OCG04093
K02307	OCG04095
K02646	OCG04096
K14817	OCG04098
K14861	OCG04102
K06664	OCG04105
K19564	OCG04106
K05658	OCG04108
K00354	OCG04112
K12857	OCG04115
K24976	OCG04117
K12763	OCG04120
K17772	OCG04127
K15204	OCG04128
K15072	OCG04134
K22831	OCG04136
K06005	OCG04138
K23292	OCG04139
K12183	OCG04140
K03448	OCG04141
K20989	OCG04143
K13106	OCG04145
K01309	OCG04146
K08870	OCG04148
K00877	OCG04149
K07034	OCG04151
K09484	OCG04152
K12590	OCG04154
K17553	OCG04155
K12741	OCG04156
K15304	OCG04157
K05310	OCG04158
K20120	OCG04162
K13343	OCG04167
K03457	OCG04168
K18693	OCG04169
K02272	OCG04172
K21849	OCG04173
K10745	OCG04174
K10364	OCG04176
K18191	OCG04178
K19690	OCG04179
K18167	OCG04180
K01724	OCG04184
K18638	OCG04187
K15289	OCG04190
K18588	OCG04193
K00641	OCG04196
K00698	OCG04197
K06005	OCG04200
K10872	OCG04212
K19816	OCG04213
K17667	OCG04215
K17666	OCG04216
K14532	OCG04217
K07560	OCG04218
K06665	OCG04226
K12868	OCG04228
K21991	OCG04231
K23562	OCG04232
K18722	OCG04234
K17715	OCG04241
K19717	OCG04247
K18599	OCG04250
K05916	OCG04254
K11676	OCG04263
K07478	OCG04265
K22483	OCG04280
K15196	OCG04281
K11117	OCG04286
K18638	OCG04300
K06650	OCG04303
K03859	OCG04314
K21249	OCG04316
K03504	OCG04323
K09184	OCG04325
K24767	OCG04326
K18737	OCG04327
K06679	OCG04330
K22745	OCG04331
K11984	OCG04334
K08139	OCG04336
K11879	OCG04342
K19245	OCG04345
K18732	OCG04345
K00389	OCG04346
K09595	OCG04350
K20524	OCG04352
K14396	OCG04353
K23499	OCG04358
K14547	OCG04363
K18158	OCG04371
K06947	OCG04375
K17741	OCG04382
K23490	OCG04383
K00939	OCG04384
K15193	OCG04386
K09967	OCG04387
K12867	OCG04395
K02951	OCG04400
K06665	OCG04402
K09250	OCG04407
K20403	OCG04410
K15053	OCG04422
K01336	OCG04426
K10703	OCG04427
K11361	OCG04434
K01210	OCG04438
K01887	OCG04442
K23643	OCG04445
K12594	OCG04449
K11559	OCG04451
K05535	OCG04456
K18715	OCG04457
K18718	OCG04465
K01426	OCG04466
K01568	OCG04467
K01052	OCG04471
K09117	OCG04473
K11239	OCG04477
K23012	OCG04481
K11568	OCG04487
K22762	OCG04491
K21597	OCG04494
K22756	OCG04495
K11234	OCG04500
K01817	OCG04506
K06672	OCG04515
K11572	OCG04517
K18586	OCG04518
K23802	OCG04523
K09243	OCG04527
K20475	OCG04529
K19781	OCG04533
K18804	OCG04534
K03671	OCG04534
K11134	OCG04536
K21545	OCG04541
K21543	OCG04543
K22008	OCG04547
K06663	OCG04551
K13205	OCG04553
K00433	OCG04556
K12769	OCG04557
K14292	OCG04562
K18717	OCG04568
K19806	OCG04570
K03104	OCG04571
K11344	OCG04572
K15205	OCG04585
K14006	OCG04589
K18719	OCG04591
K11887	OCG04593
K11557	OCG04598
K11566	OCG04602
K02980	OCG04604
K12763	OCG04612
K12861	OCG04615
K18064	OCG04621
K14551	OCG04631
K22940	OCG04633
K12773	OCG04648
K11558	OCG04650
K09043	OCG04652
K21991	OCG04655
K07442	OCG04661
K02646	OCG04665
K09184	OCG04668
K01669	OCG04680
K01714	OCG04690
K08197	OCG04692
K19245	OCG04698
K17667	OCG04700
K08064	OCG04701
K12592	OCG04705
K02147	OCG04713
K05291	OCG04714
K03351	OCG04716
K01438	OCG04725
K13115	OCG04727
K09246	OCG04729
K22645	OCG04731
K22645	OCG04732
K16230	OCG04735
K17290	OCG04743
K18177	OCG04750
K21388	OCG04753
K17815	OCG04770
K14783	OCG04773
K08192	OCG04776
K20498	OCG04778
K02144	OCG04780
K12868	OCG04781
K18757	OCG04782
K19245	OCG04788
K11244	OCG04792
K24137	OCG04799
K12763	OCG04802
K09468	OCG04803
K02555	OCG04806
K17943	OCG04807
K17978	OCG04810
K10731	OCG04812
K17672	OCG04813
K11682	OCG04819
K01372	OCG04821
K10885	OCG04823
K09705	OCG04825
K07243	OCG04826
K02267	OCG04828
K03671	OCG04829
K19718	OCG04830
K04649	OCG04830
K14549	OCG04834
K13511	OCG04837
K01455	OCG04841
K11552	OCG04842
K15219	OCG04845
K07756	OCG04846
K11244	OCG04847
K08507	OCG04849
K02516	OCG04852
K02269	OCG04859
K18724	OCG04861
K17666	OCG04864
K09051	OCG04865
K13103	OCG04867
K17742	OCG04868
K09241	OCG04869
K14709	OCG04882
K15218	OCG04885
K22484	OCG04887
K10689	OCG04889
K24113	OCG04891
K19717	OCG04898
K20305	OCG04902
K09467	OCG04903
K17676	OCG04906
K05389	OCG04914
K20521	OCG04914
K06123	OCG04919
K13953	OCG04921
K14789	OCG04927
K13953	OCG04928
K19850	OCG04929
K12667	OCG04936
K18749	OCG04937
K23543	OCG04938
K03165	OCG04940
K18716	OCG04940
K21848	OCG04940
K09426	OCG04948
K15731	OCG04951
K20628	OCG04955
K11133	OCG04961
K09245	OCG04963
K15222	OCG04967
K21544	OCG04969
K14532	OCG04975
K12863	OCG04976
K19846	OCG04977
K21156	OCG04987
K09780	OCG04989
K22496	OCG04991
K15217	OCG04995
K21632	OCG04998
K06661	OCG05001
K21627	OCG05002
K11321	OCG05004
K17777	OCG05004
K03854	OCG05011
K11213	OCG05012
K23562	OCG05014
K15140	OCG05022
K00799	OCG05026
K12769	OCG05038
K08065	OCG05040
K17715	OCG05043
K23785	OCG05044
K15908	OCG05049
K11497	OCG05054
K14857	OCG05056
K20181	OCG05056
K08832	OCG05067
K09102	OCG05069
K02269	OCG05074
K08066	OCG05075
K03959	OCG05078
K21544	OCG05080
K09191	OCG05083
K00004	OCG05087
K21631	OCG05095
K11567	OCG05104
K07975	OCG05106
K01935	OCG05115
K00833	OCG05116
K00122	OCG05119
K14845	OCG05119
K22483	OCG05121
K21997	OCG05127
K11244	OCG05133
K19806	OCG05139
K20102	OCG05144
K14405	OCG05146
K12373	OCG05148
K07478	OCG05162
K07034	OCG05163
K11569	OCG05164
K02143	OCG05165
K21157	OCG05173
K21850	OCG05175
K04799	OCG05175
K18715	OCG05176
K08197	OCG05185
K18737	OCG05186
K06005	OCG05187
K06005	OCG05188
K14396	OCG05192
K12183	OCG05196
K08197	OCG05199
K01487	OCG05204
K00750	OCG05206
K23490	OCG05207
K00587	OCG05214
K09245	OCG05218
K19781	OCG05229
K04564	OCG05230
K21545	OCG05232
K15562	OCG05239
K11566	OCG05240
K03508	OCG05242
K00273	OCG05247
K22745	OCG05249
K14405	OCG05250
K19245	OCG05253
K12592	OCG05255
K17741	OCG05256
K05538	OCG05258
K05538	OCG05259
K01598	OCG05271
K01598	OCG05272
K03676	OCG05273
K06123	OCG05280
K02555	OCG05281
K07513	OCG05284
K00626	OCG05284
K17553	OCG05287
K05535	OCG05288
K14411	OCG05289
K09467	OCG05300
K10881	OCG05304
K09426	OCG05305
K15326	OCG05307
K11133	OCG05310
K10246	OCG05312
K00799	OCG05314
K21627	OCG05317
K11213	OCG05318
K15079	OCG05321
K03448	OCG05324
K03448	OCG05325
K12769	OCG05329
K12621	OCG05329
K00389	OCG05332
K13449	OCG05334
K16261	OCG05338
K17778	OCG05339
K14642	OCG05343
K18624	OCG05343
K02365	OCG05344
K01180	OCG05347
K07393	OCG05350
K08869	OCG05352
K15710	OCG05355
K21767	OCG05356
K21641	OCG05357
K01422	OCG05359
K23334	OCG05364
K19782	OCG05366
K14862	OCG05367
K20307	OCG05368
K20308	OCG05372
K15026	OCG05373
K07126	OCG05373
K15204	OCG05375
K03455	OCG05376
K09248	OCG05378
K14861	OCG05379
K01657	OCG05381
K19983	OCG05382
K15333	OCG05383
K14533	OCG05384
K15073	OCG05385
K05294	OCG05388
K10570	OCG05390
K08197	OCG05391
K17815	OCG05394
K03809	OCG05398
K20403	OCG05401
K17943	OCG05402
K15205	OCG05408
K14804	OCG05410
K19846	OCG05413
K14308	OCG05414
K18158	OCG05418
K17741	OCG05419
K06005	OCG05432
K20181	OCG05432
K11134	OCG05435
K10958	OCG05436
K12667	OCG05438
K11559	OCG05440
K15219	OCG05446
K07432	OCG05452
K11560	OCG05456
K12778	OCG05458
K19815	OCG05462
K12462	OCG05467
K20724	OCG05471
K22833	OCG05474
K22832	OCG05474
K19564	OCG05477
K17782	OCG05481
K13103	OCG05483
K09051	OCG05489
K11572	OCG05492
K11234	OCG05493
K05294	OCG05495
K22255	OCG05497
K12780	OCG05501
K06005	OCG05502
K14533	OCG05504
K15073	OCG05505
K12836	OCG05506
K13682	OCG05507
K07297	OCG05508
K11361	OCG05513
K03111	OCG05516
K25186	OCG05518
K06911	OCG05519
K16230	OCG05523
K09243	OCG05524
K23802	OCG05525
K18749	OCG05527
K03549	OCG05528
K14789	OCG05530
K10845	OCG05539
K09235	OCG05540
K08064	OCG05548
K11344	OCG05556
K09468	OCG05561
K01077	OCG05581
K01607	OCG05597
K06679	OCG05608
K13106	OCG05617
K01052	OCG05623
K17553	OCG05632
K07513	OCG05641
K00626	OCG05641
K16368	OCG05642
K00078	OCG05644
K18759	OCG05658
K07034	OCG05662
K00354	OCG05667
K09102	OCG05677
K15271	OCG05683
K18724	OCG05686
K12763	OCG05704
K08832	OCG05707
K17741	OCG05709
K01210	OCG05712
K01992	OCG05713
K23518	OCG05718
K12776	OCG05720
K19782	OCG05736
K00389	OCG05740
K03508	OCG05745
K01649	OCG05746
K20938	OCG05750
K14649	OCG05751
K14644	OCG05760
K12594	OCG05762
K17676	OCG05763
K08505	OCG05768
K08740	OCG05774
K17741	OCG05775
K22496	OCG05781
K01673	OCG05784
K13754	OCG05797
K13217	OCG05798
K03126	OCG05801
K14763	OCG05804
K11399	OCG05805
K21249	OCG05810
K17292	OCG05812
K15147	OCG05814
K08139	OCG05819
K07756	OCG05820
K00004	OCG05821
K03124	OCG05823
K11568	OCG05831
K00799	OCG05834
K21543	OCG05843
K22493	OCG05844
K24139	OCG05846
K10426	OCG05873
K18804	OCG05876
K05916	OCG05880
K14547	OCG05883
K14770	OCG05885
K15731	OCG05887
K17943	OCG05888
K21767	OCG05893
K11680	OCG05898
K18177	OCG05908
K19245	OCG05910
K14006	OCG05911
K13682	OCG05921
K14862	OCG05934
K21848	OCG05939
K07034	OCG05951
K07034	OCG05952
K21388	OCG05957
K08178	OCG05960
K10731	OCG05962
K03126	OCG05966
K07232	OCG05974
K20521	OCG05976
K13682	OCG05982
K21597	OCG05983
K08065	OCG05990
K14303	OCG05991
K13367	OCG05992
K03381	OCG05997
K17781	OCG06003
K09246	OCG06005
K21641	OCG06006
K09243	OCG06007
K15079	OCG06008
K08741	OCG06009
K23567	OCG06011
K19786	OCG06017
K10838	OCG06024
K15333	OCG06025
K18717	OCG06026
K06005	OCG06034
K05535	OCG06037
K23678	OCG06040
K17430	OCG06042
K15053	OCG06044
K03352	OCG06046
K14828	OCG06047
K09561	OCG06048
K10959	OCG06049
K20307	OCG06050
K09184	OCG06052
K11482	OCG06057
K15218	OCG06058
K17978	OCG06059
K00262	OCG06059
K06695	OCG06060
K19983	OCG06062
K11593	OCG06065
K18718	OCG06066
K17742	OCG06068
K12867	OCG06069
K22484	OCG06073
K21633	OCG06076
K10881	OCG06078
K00799	OCG06079
K15265	OCG06080
K06672	OCG06087
K21850	OCG06088
K14531	OCG06097
K13289	OCG06098
K21631	OCG06103
K19323	OCG06104
K11984	OCG06111
K16830	OCG06120
K20938	OCG06125
K09184	OCG06130
K23856	OCG06142
K00432	OCG06142
K23856	OCG06143
K00432	OCG06143
K23012	OCG06150
K12462	OCG06151
K14003	OCG06153
K11552	OCG06159
K11244	OCG06164
K08507	OCG06165
K11497	OCG06166
K03469	OCG06169
K06005	OCG06171
K24767	OCG06173
K02135	OCG06174
K05657	OCG06175
K13682	OCG06175
K13682	OCG06178
K11501	OCG06181
K18721	OCG06182
K09424	OCG06185
K21156	OCG06187
K20039	OCG06190
K03186	OCG06191
K22493	OCG06192
K18719	OCG06194
K13093	OCG06195
K19718	OCG06198
K22494	OCG06201
K06652	OCG06202
K15908	OCG06213
K17741	OCG06218
K15217	OCG06224
K03676	OCG06233
K20308	OCG06236
K23643	OCG06237
K16489	OCG06239
K11275	OCG06242
K00354	OCG06257
K22493	OCG06258
K15710	OCG06259
K01078	OCG06261
K11360	OCG06267
K01288	OCG06268
K15042	OCG06271
K01114	OCG06277
K03881	OCG06278
K03352	OCG06281
K14828	OCG06282
K04799	OCG06300
K14297	OCG06300
K14570	OCG06316
K11575	OCG06322
K15193	OCG06324
K06013	OCG06341
K22493	OCG06345
K03140	OCG06354
K17741	OCG06364
K06663	OCG06375
K21455	OCG06388
K18191	OCG06397
K03787	OCG06414
K09235	OCG06426
K11560	OCG06441
K03126	OCG06442
K21633	OCG06454
K15326	OCG06458
K14328	OCG06459
K14770	OCG06463
K14308	OCG06468
K14788	OCG06470
K20102	OCG06473
K01520	OCG06474
K22494	OCG06477
K03448	OCG06479
K08968	OCG06483
K14003	OCG06484
K14763	OCG06486
K15147	OCG06490
K11126	OCG06498
K09424	OCG06499
K12819	OCG06503
K11501	OCG06513
K14804	OCG06515
K17989	OCG06517
K11093	OCG06523
K15304	OCG06523
K20475	OCG06526
K14528	OCG06530
K02365	OCG06534
K24348	OCG06535
K06911	OCG06542
K11126	OCG06551
K19850	OCG06552
K08739	OCG06564
K19564	OCG06567
K14306	OCG06568
K07034	OCG06576
K11117	OCG06580
K13682	OCG06586
K01192	OCG06590
K01422	OCG06616
K11879	OCG06618
K12772	OCG06621
K13115	OCG06626
K08192	OCG06630
K11251	OCG06631
K17673	OCG06636
K14297	OCG06638
K17672	OCG06640
K13682	OCG06646
K18097	OCG06650
K21455	OCG06657
K20286	OCG06658
K12346	OCG06663
K21989	OCG06669
K15078	OCG06679
K06661	OCG06684
K22493	OCG06700
K22493	OCG06703
K11563	OCG06703
K11239	OCG06705
K20120	OCG06711
K10592	OCG06712
K09359	OCG06715
K11558	OCG06718
K20361	OCG06719
K04082	OCG06720
K17508	OCG06721
K14686	OCG06722
K03361	OCG06723
K09527	OCG06724
K15178	OCG06725
K00968	OCG06728
K23960	OCG06730
K11229	OCG06731
K23678	OCG06732
K12763	OCG06734
K03143	OCG06736
K23966	OCG06737
K00077	OCG06741
K12605	OCG06745
K15323	OCG06746
K00601	OCG06748
K07765	OCG06752
K14553	OCG06755
K24970	OCG06756
K10364	OCG06757
K20523	OCG06759
K05019	OCG06760
K03250	OCG06761
K03005	OCG06762
K13346	OCG06765
K03575	OCG06767
K09562	OCG06768
K09184	OCG06770
K02933	OCG06772
K10601	OCG06773
K11292	OCG06778
K11429	OCG06779
K09117	OCG06781
K10259	OCG06782
K03190	OCG06783
K17967	OCG06785
K01094	OCG06786
K17268	OCG06790
K01062	OCG06793
K24765	OCG06794
K11390	OCG06797
K01644	OCG06797
K15901	OCG06799
K05287	OCG06800
K15223	OCG06801
K03111	OCG06802
K17981	OCG06806
K13118	OCG06810
K07107	OCG06811
K16315	OCG06812
K02863	OCG06813
K13099	OCG06815
K18160	OCG06815
K14399	OCG06816
K15078	OCG06818
K24139	OCG06819
K03104	OCG06819
K24752	OCG06820
K14764	OCG06821
K20803	OCG06822
K02956	OCG06823
K24750	OCG06824
K14400	OCG06826
K09549	OCG06830
K03948	OCG06833
K05906	OCG06834
K21767	OCG06836
K01309	OCG06837
K15262	OCG06838
K15731	OCG06839
K15423	OCG06840
K20524	OCG06840
K12669	OCG06841
K22382	OCG06842
K10134	OCG06845
K00275	OCG06846
K01210	OCG06850
K17541	OCG06851
K14285	OCG06853
K20032	OCG06856
K19983	OCG06859
K10531	OCG06860
K22151	OCG06861
K11675	OCG06864
K12592	OCG06867
K00635	OCG06869
K14798	OCG06870
K12847	OCG06873
K03136	OCG06875
K11870	OCG06876
K01724	OCG06878
K02140	OCG06879
K20176	OCG06880
K17435	OCG06880
K17437	OCG06881
K14998	OCG06885
K13122	OCG06888
K00077	OCG06889
K23292	OCG06890
K15205	OCG06892
K02948	OCG06894
K02996	OCG06895
K03953	OCG06897
K11800	OCG06897
K20069	OCG06898
K01164	OCG06901
K07297	OCG06903
K01673	OCG06907
K02357	OCG06908
K17764	OCG06909
K11324	OCG06910
K10735	OCG06911
K11270	OCG06912
K13171	OCG06914
K11372	OCG06918
K17918	OCG06922
K17578	OCG06923
K08496	OCG06924
K17550	OCG06927
K17422	OCG06928
K19487	OCG06929
K01759	OCG06930
K18191	OCG06933
K14304	OCG06934
K15361	OCG06936
K19704	OCG06939
K02309	OCG06940
K06634	OCG06941
K02555	OCG06942
K06167	OCG06943
K17439	OCG06947
K15267	OCG06948
K09537	OCG06949
K14769	OCG06952
K01759	OCG06955
K02918	OCG06958
K02904	OCG06958
K17430	OCG06959
K11246	OCG06960
K01227	OCG06962
K20294	OCG06965
K17867	OCG06968
K00249	OCG06969
K05284	OCG06972
K12273	OCG06974
K09548	OCG06975
K13212	OCG06976
K14404	OCG06977
K03352	OCG06978
K03188	OCG06983
K11560	OCG06985
K10436	OCG06986
K12880	OCG06986
K23166	OCG06987
K12666	OCG06988
K03139	OCG06990
K23567	OCG06992
K22399	OCG06994
K07297	OCG06995
K10885	OCG06998
K11713	OCG06999
K11364	OCG07000
K16639	OCG07002
K08192	OCG07003
K11572	OCG07005
K06665	OCG07006
K14530	OCG07010
K09448	OCG07011
K00971	OCG07012
K04802	OCG07013
K16073	OCG07013
K22696	OCG07015
K01142	OCG07018
K07517	OCG07020
K01052	OCG07026
K20643	OCG07030
K14763	OCG07034
K20292	OCG07035
K00877	OCG07037
K00941	OCG07037
